W_C,W_Z,W_X,W_B,Y,RW_X
0.4967141530112327,-0.6751782749743815,0.06496735052876568,-1.2322189540909254,0.8584932987146001,0
-0.13826430117118466,-0.14451867071551783,-0.15386604564072665,-0.45998408758441284,-0.7669536732260285,0
0.6476885381006925,-0.7924199209999613,0.6566969741229158,-1.2634500127870838,2.1987392766700395,0
1.5230298564080254,-0.3079615296390403,1.7593450293297281,-0.5819594390096092,6.160600707030344,1
-0.23415337472333597,-1.8936146669537857,-0.9175825563637492,-2.00068982230938,-1.5474668472972453,0
-0.23413695694918055,0.21329370737293857,0.06214667997448478,0.6318709505386308,0.05833158995698551,0
1.5792128155073915,0.0012054753622242368,0.22701699970600386,-0.159374043990627,2.8737148269089796,1
0.7674347291529088,-0.8170886310681906,0.4524924529710036,-1.6099014844529869,2.8051428848235838,0
-0.4694743859349521,0.6592456684324051,-0.7136113071607244,1.2292795916799852,-2.287852429749638,1
0.5425600435859647,0.9375701376265584,0.859223456621584,0.5190250708190386,3.0477466478055684,0
-0.46341769281246226,-1.6075598643689741,-0.4521022664740277,-1.6369200779212885,-1.743362471342388,0
-0.46572975357025687,-0.7627247785662142,-1.1685112804984001,-0.5394565250958585,-2.820105712346739,0
0.24196227156603412,-0.7691423497872981,-0.25053429134247346,-0.6693371405859068,-0.19490645773112147,0
-1.913280244657798,-0.9399031011088645,-1.8139402398840945,-0.3928133273481268,-6.525726938081291,0
-1.7249178325130328,0.8294748419317485,-1.764451503445311,1.068976413628128,-6.304973014391276,0
-0.5622875292409727,-0.19382613877280352,-0.851849584058846,-0.6244809286213575,-1.874703446388804,0
-1.0128311203344238,-0.26451484131061076,-1.2532480150904135,0.8247662456852202,-4.392205729736731,0
0.3142473325952739,-2.0038623644067535,0.6623313311749184,-1.9066956327376368,1.4259175349683935,0
-0.9080240755212111,0.6354180302092264,-1.1668703619558185,0.5617479168984733,-2.6352800542708987,0
-1.4123037013352917,-1.2392583948534726,-1.4563493233498284,-0.7572956833256871,-4.542230416375429,0
1.465648768921554,0.059932630266328335,2.5506170629618254,0.18465810323136445,6.107150429959464,1
-0.22577630048653566,0.27737693795819207,-0.9376176189284972,0.4769910344278556,-2.4965290581919994,0
0.06752820468792384,1.360658595838651,-0.8583931610994054,2.6067505951389944,-2.5214886839479522,1
-1.4247481862134568,-1.308820399119112,-1.0329533538141535,-1.4463811132466353,-4.67837433365612,0
-0.5443827245251827,-3.0195121558208253,-0.8837042551722344,-3.1783926028295233,-4.153239930249263,0
0.11092258970986608,0.18384954475369486,-0.0481961741614441,0.24213880075992678,0.0014967473949397403,1
-1.1509935774223028,1.8005111815108537,-1.5415717664878599,2.3362691493013727,-5.380604808689831,1
0.37569801834567196,1.2389463529394373,0.2457979479619157,0.4856793378442378,1.0850955518405585,1
-0.600638689918805,0.20965941527462578,0.19863036612936558,-0.7731185304636268,-1.3162579320607386,0
-0.2916937497932768,-0.49163618563204736,0.10937047951578283,-0.7851938209421212,-0.17734373907232956,0
-0.6017066122293969,0.8071225966373103,-0.17059485628590837,-0.009838882892333256,-1.451207769976076,1
1.8522781845089378,-0.9735461997044687,1.144164656612615,-1.1859618734672879,5.817723072582934,1
-0.013497224737933914,0.4763577693562191,-0.5890740930143685,0.7276076174208641,-0.4927155922628256,1
-1.0577109289559,0.5054701591666267,-2.4772502586986134,0.06009572739049507,-6.1483941093259356,0
0.822544912103189,1.0602099074988798,0.417854501561812,0.3467966191082086,1.906219480947801,1
-1.2208436499710222,2.7596600389110777,-0.742492056778193,2.7943286197687516,-2.3235593908827727,1
0.2088635950047554,0.39241596717876703,0.4673368528789409,0.8236877094863522,0.4714514593451046,1
-1.9596701238797756,-0.5089636257074988,-2.0704267553558373,-1.356450344965805,-7.782138011313169,0
-1.3281860488984305,-0.025574312191994436,-1.339336190757457,0.38454188696099767,-4.712843004807092,0
0.19686123586912352,-1.7690759048891183,-0.14758153541857938,-1.3604228030199552,1.1271478374270862,0
0.7384665799954104,-0.6947131310890582,0.8408460211963025,-0.21767058001074419,2.6882224589506767,1
0.1713682811899705,-0.409282438113104,0.5543074209302778,0.19995766932273923,1.2740446420408704,0
-0.11564828238824053,-0.5240883979345925,-0.9235916760934769,0.5769185643952155,-2.7416109538252194,0
-0.3011036955892888,0.152354872033722,-0.15127985167061472,-0.025691152275805595,-0.2812504540899734,0
-1.4785219903674274,-0.8224199323822006,-1.0123045548900937,-0.7676341423432715,-3.7658039681666513,0
-0.7198442083947086,1.1210306673244714,-0.9273943528763935,0.9128114507004587,-2.540017417644895,0
-0.4606387709597875,0.0002070649181973595,-0.11028846489949568,0.0011954872961027474,-1.2261454226623538,0
1.0571222262189157,-0.009300321138626349,2.464449448455192,0.7571363566795296,6.161228852052256,1
0.3436182895684614,-0.32789471651291785,0.2914468930750154,-1.0004019584782522,0.45176009530023786,0
-1.763040155362734,0.15519068385897913,-1.566386630360072,-0.27533415222380864,-5.735397242883778,0
0.324083969394795,0.8250982646676346,-0.044944572435900776,1.5136887329199151,-0.1439668554188599,1
-0.38508228041631654,-0.8671302157109002,-0.2944566991152913,-0.3571119622598553,-1.7552450714797017,0
-0.6769220003059587,-0.6581164890752567,-0.44678618781480683,-0.8396823124837957,-2.1208007345438897,0
0.6116762888408679,-0.30372602877666466,0.7090974589759369,0.12347497178369526,2.0911312636210675,1
1.030999522495951,-1.345870923473215,0.5211518626415226,-1.1752630022271984,2.319813744615994,1
0.9312801191161986,-0.8192578597214978,1.034461004778924,-0.0691205552210038,3.6990644866522766,0
