W_C,W_Z,W_X,W_B,Y,RW_X
0.4967141530112327,-0.4237596820227031,0.1574667877676218,-0.49547129025216763,1.234147928885502,0
-0.13826430117118466,-0.4534141083838538,,-0.4697420602540088,-0.6477627208849659,1
0.6476885381006925,-1.795643172630015,0.34899800757812105,-1.7634957333362242,1.2012688994045353,0
1.5230298564080254,-0.3300901917014373,,0.14334053912165268,5.7308146552560775,1
-0.23415337472333597,0.732829081821745,0.3644358910076204,0.3592204275783732,-0.3673996178580722,0
-0.23413695694918055,-1.2742321190767951,-0.6196580355197828,-1.6974056148331251,-1.9176136693435009,0
1.5792128155073915,1.0484826510505925,,1.66679252212208,5.528521445595381,1
0.7674347291529088,0.4877748210843382,0.37659869297946497,0.25645245014368906,2.6836627381697005,0
-0.4694743859349521,-0.7342333219710379,-0.8932879921833943,-1.3657509987595708,-2.6065623102418645,0
0.5425600435859647,-0.14152963733784743,,-0.3840946083877824,3.8009967883022453,1
-0.46341769281246226,1.598321807641033,,1.4332954400190328,-0.29855058357625364,1
-0.46572975357025687,0.7335478135058658,,1.5110291773687483,-0.5545950940577324,1
0.24196227156603412,0.008783654898147817,,0.4711967610865164,-0.7620433048775214,1
-1.913280244657798,-0.2376833169609843,-2.146255733693823,0.3360769913551368,-7.6856068522180525,0
-1.7249178325130328,0.07660907045165961,-1.313423536511372,0.4865958916250526,-4.95273803484382,0
-0.5622875292409727,-0.5117635579423034,-0.5415166089590254,-0.038641722134646395,-1.9622215164160008,0
-1.0128311203344238,-2.1047495057190146,-1.5496775434331558,-2.448790569009174,-5.288236925110597,0
0.3142473325952739,2.042177910534731,,1.9428768328579886,0.799754394954741,1
-0.9080240755212111,0.15532499919940146,-1.2654277050169462,-0.33963265731237297,-4.372243387887501,0
-1.4123037013352917,0.3981472651225371,-0.5150412771391858,0.29290324985402044,-2.2380544936481943,0
1.465648768921554,-0.057907749876908735,,0.28414474559046177,7.78125111264935,1
-0.22577630048653566,-0.7351168007245882,0.07627241269124804,-0.6678251583184648,-0.0836250516928525,0
0.06752820468792384,-0.18592448094877073,,0.46981592853137694,1.6718268192981514,1
-1.4247481862134568,-1.5993947621943112,-1.3923525111517663,-2.170102658307921,-5.089987487538479,0
-0.5443827245251827,2.2770864980533045,,2.5272056734024244,-1.6071447156178744,1
0.11092258970986608,-1.234511998422396,0.8497827373609036,-1.858663399357055,2.5535388880902286,0
-1.1509935774223028,-1.0319662838471795,-1.0282442365251465,-0.9848780492603584,-2.8461906422351793,0
0.37569801834567196,-0.4402592043864004,0.24810443258853013,-0.07009249310816101,0.6130463497759253,0
-0.600638689918805,1.2880757248523775,,1.1808244414402678,-3.848276562105234,1
-0.2916937497932768,0.014508999262654136,,0.29007230130613226,-1.3289948003530467,1
-0.6017066122293969,-1.2361357960304624,-0.1899950199482413,-1.7160019634469295,-1.4926694956730664,0
1.8522781845089378,1.2543383607573395,,0.42249337165914813,8.021561201063843,1
-0.013497224737933914,0.7310006267854814,,1.009515438029383,-0.19885599354741978,1
-1.0577109289559,0.5384349572164524,-1.3283604764370198,1.4104400742543186,-4.010052500839737,0
0.822544912103189,0.7157342411708404,,0.21771177108589423,1.2662046770665039,1
-1.2208436499710222,2.394361900582451,,3.005458990635849,-4.839243459704222,1
0.2088635950047554,2.185094895036112,,2.2068065994443176,0.8732116249560788,1
-1.9596701238797756,-0.6867153430032953,-2.1161346074747827,-1.3545611038498333,-7.097948480500503,0
-1.3281860488984305,1.6238849928111523,-1.0189078704094683,1.058132342135071,-3.421529853588526,0
0.19686123586912352,0.3831681897589003,,0.39106057643922537,1.913588084093845,1
0.7384665799954104,0.4990958161377494,,0.29686467217569756,2.5337746013215945,1
0.1713682811899705,-1.6922708316433286,0.06300238661173967,-2.348727320022448,0.34715062358291776,0
-0.11564828238824053,-0.17038576538819597,-0.24525918889028697,-1.0174054060008986,-2.0000944935986094,0
-0.3011036955892888,-0.8128235903365649,-0.2389113121354316,-1.236183254299818,-1.4724545344440638,0
-1.4785219903674274,0.8280588148933092,-1.8926688705416268,0.9249633190588684,-6.409920353813788,0
-0.7198442083947086,1.071080500402805,,1.067880124101236,-1.9251531732237503,1
-0.4606387709597875,-2.0744863510163114,-0.2352326027938876,-2.3251053297663504,-1.5148450351847569,0
1.0571222262189157,-0.02203486400427045,,0.07890873314147094,3.500574361687704,1
0.3436182895684614,1.1218615047942522,,1.641874864725596,2.068948837822492,1
-1.763040155362734,-0.18667896231344497,-1.5461663506884662,0.010384292903628967,-6.54584825731606,0
0.324083969394795,0.7290636450023644,,0.668409309307574,-1.6732248230864473,1
-0.38508228041631654,0.35116546762708406,-0.06664720121861495,0.8152014709574285,-0.8917139730963779,0
-0.6769220003059587,0.34166023195262635,-1.0124294231371855,-0.13826491915552114,-3.7640952307724866,0
0.6116762888408679,-0.27131497806829746,,-0.38377474784597326,0.34018820060925525,1
1.030999522495951,-1.2165808041357096,0.47877360856845286,-1.3171247719358936,2.790763396724823,0
0.9312801191161986,-1.1215301474250274,1.1480509243524633,-1.74000677664645,4.1310089463355135,0
-0.8392175232226385,0.7093525144553172,-0.950504986835065,0.4994154333131383,-2.7654041505780254,0
-0.3092123758512146,0.019458255518883118,-1.1501967678439198,-1.0180215849287684,-2.209823769311045,0
0.33126343140356396,-0.13851224460722475,,0.817576779224252,2.258026985112158,1
0.9755451271223592,-0.42389004232235256,0.25574106172294564,-0.8925969365405091,0.9105047097159646,0
-0.47917423784528995,-0.30518884548075176,,0.48786822022990417,-1.3120824939755709,1
-0.18565897666381712,1.0469117944881394,,1.0659540473478857,-0.6761115924350851,1
-1.1063349740060282,-0.33524408186802673,-0.6635464331585057,-0.052812015790047295,-3.3603074503212715,0
-1.1962066240806708,-1.3410647133015687,-0.30536423084724507,-1.5854646124770344,-2.1248310817111435,0
0.812525822394198,0.7436517755401733,,0.8476166215210105,0.6140163125312755,1
1.356240028570823,-0.20487666386471723,1.3300031005392983,0.12036815612950078,3.818811940998671,0
-0.07201012158033385,0.03139586553277645,,0.36367207272986757,-0.21158434853452723,1
1.0035328978920242,1.6075783063995106,,1.994965001436689,4.190007837338496,1
0.36163602504763415,-0.020560557350507186,,-0.20472691237009535,1.5497611865360934,1
-0.6451197546051243,0.28918367311872534,-0.8213928759734344,0.049003836873047796,-3.0504220862161233,0
0.36139560550841393,-1.1789234912983253,0.14094451120298615,-1.976011653932127,1.1958972479596555,0
1.5380365664659692,-0.21966945235096014,,0.04194005323750821,4.606828573477083,1
-0.03582603910995153,0.6095260452086012,,1.1507154008703226,0.9051227030454063,1
1.564643655814006,-1.5553737338412423,,-0.7473828938822775,5.346796456313665,1
-2.6197451040897444,0.20084509311570958,-2.1608610051921757,0.3534314104059634,-8.463963839383721,0
0.8219025043752238,0.1007910726448063,0.666704436137467,-0.28244881380947817,2.9851794675999908,0
0.08704706823817134,0.04128745558743938,-0.2413706661090439,-0.8072606160572883,0.31142488154006265,0
-0.29900735046586785,1.0371588986582432,-0.8381648837804818,1.5579922651999185,-2.2881090949479295,0
0.0917607765355023,0.3344385148485215,0.27121956840583206,-0.5636997685402463,0.5552438177107863,0
-1.9875689146008928,1.478071898356444,-2.50746552686501,1.3077698594845606,-8.07712897964389,0
-0.21967188783751193,-0.9935895155940362,0.7046596466457632,-1.1057429295658592,1.2172579659907445,0
0.3571125715117464,0.13592456721834797,,0.10119699829283829,-0.34828223083233983,1
1.477894044741516,0.0844667863899474,,0.10236808640786757,3.999196747022017,1
-0.5182702182736474,-1.0692544937550796,0.2651571353332457,-1.0001807155712916,0.34929344407956864,0
-0.8084936028931876,0.9562950020913461,-0.508948723261283,-0.25138662894791874,-1.3332933772810729,0
-0.5017570435845365,2.324673305852818,,2.3320012607878815,-1.8866758698569548,1
